Country or Area	Year	Scope	Value	Value Footnotes
Cameroon	2003	Not applicable	111.35991262	43
Cameroon	2002	Not applicable	112.12452212	
Cameroon	2001	Not applicable	106.99071546	
Cameroon	2000	Not applicable	100	
Cameroon	1999	Not applicable	97.760786455	
Cameroon	1998	Not applicable	96.777717094	
Cameroon	1997	Not applicable	93.719279082	
Cameroon	1996	Not applicable	87.547788094	
Cameroon	1995	Not applicable	84.926269798	
Cameroon	1994	Not applicable	78.372474058	
Canada	2008	Not applicable	124.0526738	
Canada	2007	Not applicable	119.87112299	2
Canada	2006	Not applicable	116.79144385	
Canada	2005	Not applicable	114.08199643	
Canada	2004	Not applicable	111.31907308	
Canada	2003	Not applicable	109.09090909	
Canada	2002	Not applicable	107.21925134	
Canada	2001	Not applicable	104.45632799	
Canada	2000	Not applicable	100	
Canada	1999	Not applicable	98.663101604	
Canada	1998	Not applicable	97.415329768	
Canada	1997	Not applicable	95.900178253	
Canada	1996	Not applicable	94.385026738	
Canada	1995	Not applicable	93.137254902	
Canada	1994	Not applicable	90.998217469	
Canada	1993	Not applicable	90.55258467	
Canada	1992	Not applicable	89.126559715	2
Canada	1991	Not applicable	89.421680773	
Canada	1990	Not applicable	85.363766217	
Canada	1989	Not applicable	81.969874042	
Canada	1988	Not applicable	79.09244372	
Canada	1987	Not applicable	77.02659631	
Canada	1986	Not applicable	73.780264665	2
Canada	1985	Not applicable	70.289084949	
Canada	1984	Not applicable	68.310749776	
Canada	1983	Not applicable	64.703197403	
Canada	1982	Not applicable	62.375744259	
Canada	1981	Not applicable	58.1863286	
Canada	1980	Not applicable	52.251323083	
Canada	1979	Not applicable	47.130926166	
Canada	1978	Not applicable	41.661411277	
Canada	1977	Not applicable	36.075523732	
Canada	1976	Not applicable	33.340766288	
Canada	1975	Not applicable	32.467971359	
Canada	1974	Not applicable	28.744046328	
Canada	1973	Not applicable	24.671003326	
Canada	1972	Not applicable	21.528941582	
Canada	1971	Not applicable	20.016097038	
Canada	1970	Not applicable	19.841538053	
Canada	1969	Not applicable	19.376047424	
Cape Verde	2008	Not applicable	117.69147789	44
Cape Verde	2007	Not applicable	107.87486516	44
Cape Verde	2006	Not applicable	102.69687163	44
Cape Verde	2005	Not applicable	96.44012945	44
Cape Verde	2004	Not applicable	96.548004315	44
Cape Verde	2003	Not applicable	100	44,45
Cape Verde	2001	Not applicable	105.27131783	44
Cape Verde	2000	Not applicable	100	44
Cape Verde	1999	Not applicable	101.75710594	44
Cape Verde	1998	Not applicable	98.294573643	44
Cape Verde	1997	Not applicable	94.005167959	44
Cape Verde	1996	Not applicable	85.374677003	44
Cape Verde	1995	Not applicable	80.930232558	44
Cape Verde	1994	Not applicable	72.661498708	44
Cape Verde	1993	Not applicable	71.317829457	44
Cape Verde	1992	Not applicable	68.785529716	44
Cape Verde	1991	Not applicable	63.30749354	44
Cape Verde	1990	Not applicable	57.881136951	44
Cape Verde	1989	Not applicable	51.679586563	44
Cayman Islands	2008	Not applicable	133.40142096	
Cayman Islands	2007	Not applicable	126.3410302	
Cayman Islands	2006	Not applicable	120.12433393	
Cayman Islands	2005	Not applicable	116.98046181	
Cayman Islands	2004	Not applicable	113.85435169	
